,icd_code,icd_version,description
9192,I69928 ,10,Other speech and language deficits following unspecified cerebrovascular disease
9193,M1651  ,10,"Unilateral post-traumatic osteoarthritis, right hip"
9194,S72001S,10,"Fracture of unspecified part of neck of right femur, sequela"
9195,C49A2  ,10,Gastrointestinal stromal tumor of stomach
9196,3152   ,9,Other specific developmental learning difficulties
9197,G40411 ,10,"Other generalized epilepsy and epileptic syndromes, intractable, with status epilepticus"
9198,78261  ,9,Pallor
9199,78033  ,9,Post traumatic seizures
9200,I688   ,10,Other cerebrovascular disorders in diseases classified elsewhere
9201,S12400A,10,"Unspecified displaced fracture of fifth cervical vertebra, initial encounter for closed fracture"
9202,K812   ,10,Acute cholecystitis with chronic cholecystitis
9203,N008   ,10,Acute nephritic syndrome with other morphologic changes
9204,K716   ,10,"Toxic liver disease with hepatitis, not elsewhere classified"
9205,R402343,10,"Coma scale, best motor response, flexion withdrawal, at hospital admission"
9206,M6284  ,10,Sarcopenia
9207,Q030   ,10,Malformations of aqueduct of Sylvius
9208,7423   ,9,Congenital hydrocephalus
9209,K200   ,10,Eosinophilic esophagitis
9210,S02118B,10,"Other fracture of occiput, unspecified side, initial encounter for open fracture"
9211,Y040XXA,10,"Assault by unarmed brawl or fight, initial encounter"
9212,W03XXXA,10,"Other fall on same level due to collision with another person, initial encounter"
9213,S82401A,10,"Unspecified fracture of shaft of right fibula, initial encounter for closed fracture"
9214,S52124A,10,"Nondisplaced fracture of head of right radius, initial encounter for closed fracture"
9215,85241  ,9,"Extradural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
9216,41082  ,9,"Acute myocardial infarction of other specified sites, subsequent episode of care"
9217,3879   ,9,"Otosclerosis, unspecified"
9218,Z812   ,10,Family history of tobacco abuse and dependence
9219,M1A0720,10,"Idiopathic chronic gout, left ankle and foot, without tophus (tophi)"
9220,9135   ,9,"Insect bite, nonvenomous, of elbow, forearm, and wrist, infected"
9221,D692   ,10,Other nonthrombocytopenic purpura
9222,S3729XA,10,"Other injury of bladder, initial encounter"
9223,N412   ,10,Abscess of prostate
9224,N418   ,10,Other inflammatory diseases of prostate
9225,J3089  ,10,Other allergic rhinitis
9226,Z22321 ,10,Carrier or suspected carrier of Methicillin susceptible Staphylococcus aureus
9227,S82452A,10,"Displaced comminuted fracture of shaft of left fibula, initial encounter for closed fracture"
9228,S82892A,10,"Other fracture of left lower leg, initial encounter for closed fracture"
9229,I674   ,10,Hypertensive encephalopathy
9230,S82852D,10,"Displaced trimalleolar fracture of left lower leg, subsequent encounter for closed fracture with routine healing"
9231,K829   ,10,"Disease of gallbladder, unspecified"
9232,O4403  ,10,"Complete placenta previa NOS or without hemorrhage, third trimester"
9233,O1002  ,10,Pre-existing essential hypertension complicating childbirth
9234,Z3A34  ,10,34 weeks gestation of pregnancy
9235,N871   ,10,Moderate cervical dysplasia
9236,71846  ,9,"Contracture of joint, lower leg"
9237,O7589  ,10,Other specified complications of labor and delivery
9238,S065X9S,10,"Traumatic subdural hemorrhage with loss of consciousness of unspecified duration, sequela"
9239,L97109 ,10,Non-pressure chronic ulcer of unspecified thigh with unspecified severity
9240,E9328  ,9,Antithyroid agents causing adverse effects in therapeutic use
9241,79430  ,9,"Abnormal cardiovascular function study, unspecified"
9242,5565   ,9,Left-sided ulcerative (chronic) colitis
9243,41411  ,9,Aneurysm of coronary vessels
9244,6023   ,9,Dysplasia of prostate
9245,2334   ,9,Carcinoma in situ of prostate
9246,64683  ,9,"Other specified complications of pregnancy, antepartum condition or complication"
9247,64671  ,9,"Liver and biliary tract disorders in pregnancy, delivered, with or without mention of antepartum condition"
9248,R825   ,10,"Elevated urine levels of drugs, medicaments and biological substances"
9249,36252  ,9,Exudative senile macular degeneration
9250,T83728A,10,"Exposure of other implanted mesh into organ or tissue, initial encounter"
9251,T8589XA,10,"Other specified complication of internal prosthetic devices, implants and grafts, not elsewhere classified, initial encounter"
9252,E0789  ,10,Other specified disorders of thyroid
9253,5538   ,9,Hernia of other specified sites without mention of obstruction or gangrene
9254,81231  ,9,Open fracture of shaft of humerus
9255,86122  ,9,Laceration of lung without mention of open wound into thorax
9256,81311  ,9,Open fracture of olecranon process of ulna
9257,71842  ,9,"Contracture of joint, upper arm"
9258,73681  ,9,Unequal leg length (acquired)
9259,I70248 ,10,Atherosclerosis of native arteries of left leg with ulceration of other part of lower leg
9260,L97211 ,10,Non-pressure chronic ulcer of right calf limited to breakdown of skin
9261,L97228 ,10,Non-pressure chronic ulcer of left calf with other specified severity
9262,M84559D,10,"Pathological fracture in neoplastic disease, hip, unspecified, subsequent encounter for fracture with routine healing"
9263,Z8041  ,10,Family history of malignant neoplasm of ovary
9264,2325   ,9,"Carcinoma in situ of skin of trunk, except scrotum"
9265,8745   ,9,"Open wound of pharynx, complicated"
9266,H349   ,10,Unspecified retinal vascular occlusion
9267,72665  ,9,Prepatellar bursitis
9268,7359   ,9,Unspecified acquired deformity of toe
9269,M8738  ,10,"Other secondary osteonecrosis, other site"
9270,J0140  ,10,"Acute pansinusitis, unspecified"
9271,J324   ,10,Chronic pansinusitis
9272,Z608   ,10,Other problems related to social environment
9273,S72115A,10,"Nondisplaced fracture of greater trochanter of left femur, initial encounter for closed fracture"
9274,S01112A,10,"Laceration without foreign body of left eyelid and periocular area, initial encounter"
9275,S72112S,10,"Displaced fracture of greater trochanter of left femur, sequela"
9276,W1830XS,10,"Fall on same level, unspecified, sequela"
9277,S73005A,10,"Unspecified dislocation of left hip, initial encounter"
9278,Q675   ,10,Congenital deformity of spine
9279,T84021A,10,"Dislocation of internal left hip prosthesis, initial encounter"
9280,M25661 ,10,"Stiffness of right knee, not elsewhere classified"
9281,81308  ,9,"Closed fracture of radius with ulna, upper end [any part]"
9282,8410   ,9,Radial collateral ligament sprain
9283,81240  ,9,Closed fracture of unspecified part of lower end of humerus
9284,7815   ,9,Clubbing of fingers
9285,4780   ,9,Hypertrophy of nasal turbinates
9286,Z9352  ,10,Appendico-vesicostomy status
9287,T8385XA,10,"Stenosis due to genitourinary prosthetic devices, implants and grafts, initial encounter"
9288,L89324 ,10,"Pressure ulcer of left buttock, stage 4"
9289,L8944  ,10,"Pressure ulcer of contiguous site of back, buttock and hip, stage 4"
9290,T66XXXA,10,"Radiation sickness, unspecified, initial encounter"
9291,20020  ,9,"Burkitt's tumor or lymphoma, unspecified site, extranodal and solid organ sites"
9292,2388   ,9,Neoplasm of uncertain behavior of other specified sites
9293,5582   ,9,Toxic gastroenteritis and colitis
9294,L7621  ,10,Postprocedural hemorrhage of skin and subcutaneous tissue following a dermatologic procedure
9295,L041   ,10,Acute lymphadenitis of trunk
9296,Z748   ,10,Other problems related to care provider dependency
9297,L02413 ,10,Cutaneous abscess of right upper limb
9298,L02219 ,10,"Cutaneous abscess of trunk, unspecified"
9299,M5481  ,10,Occipital neuralgia
9300,6264   ,9,Irregular menstrual cycle
9301,N921   ,10,Excessive and frequent menstruation with irregular cycle
9302,I6350  ,10,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral artery
9303,C44529 ,10,Squamous cell carcinoma of skin of other part of trunk
9304,M62421 ,10,"Contracture of muscle, right upper arm"
9305,L03111 ,10,Cellulitis of right axilla
9306,T22041A,10,"Burn of unspecified degree of right axilla, initial encounter"
9307,S86911A,10,"Strain of unspecified muscle(s) and tendon(s) at lower leg level, right leg, initial encounter"
9308,80236  ,9,"Open fracture of mandible, symphysis of body"
9309,80222  ,9,"Closed fracture of mandible, subcondylar"
9310,8025   ,9,Open fracture of malar and maxillary bones
9311,F16959 ,10,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder, unspecified"
9312,30402  ,9,"Opioid type dependence, episodic"
9313,G518   ,10,Other disorders of facial nerve
9314,V5844  ,9,Aftercare following organ transplant
9315,H9109  ,10,"Ototoxic hearing loss, unspecified ear"
9316,L03011 ,10,Cellulitis of right finger
9317,S61202A,10,"Unspecified open wound of right middle finger without damage to nail, initial encounter"
9318,W3189XA,10,"Contact with other specified machinery, initial encounter"
9319,8920   ,9,"Open wound of foot except toe(s) alone, without mention of complication"
9320,M868X4 ,10,"Other osteomyelitis, hand"
9321,Z883   ,10,Allergy status to other anti-infective agents status
9322,78059  ,9,Other sleep disturbances
9323,59000  ,9,Chronic pyelonephritis without lesion of renal medullary necrosis
9324,L511   ,10,Stevens-Johnson syndrome
9325,78058  ,9,"Sleep related movement disorder, unspecified"
9326,V1022  ,9,"Personal history of malignant neoplasm of nasal cavities, middle ear, and accessory sinuses"
9327,2354   ,9,Neoplasm of uncertain behavior of retroperitoneum and peritoneum
9328,2650   ,9,Beriberi
9329,C8591  ,10,"Non-Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck"
9330,C8598  ,10,"Non-Hodgkin lymphoma, unspecified, lymph nodes of multiple sites"
9331,V7282  ,9,Pre-operative respiratory examination
9332,6172   ,9,Endometriosis of fallopian tube
9333,F17201 ,10,"Nicotine dependence, unspecified, in remission"
9334,32742  ,9,REM sleep behavior disorder
9335,E8411  ,9,"Accident to powered aircraft, other and unspecified, injuring occupant of military aircraft, any"
9336,E0001  ,9,Military activity
9337,T1490  ,10,"Injury, unspecified"
9338,Y37190S,10,"Military operations involving other destruction of aircraft, military personnel, sequela"
9339,L89522 ,10,"Pressure ulcer of left ankle, stage 2"
9340,L89520 ,10,"Pressure ulcer of left ankle, unstageable"
9341,Y3790XS,10,"Military operations, unspecified, sequela"
9342,F3160  ,10,"Bipolar disorder, current episode mixed, unspecified"
9343,Z634   ,10,Disappearance and death of family member
9344,Z635   ,10,Disruption of family by separation and divorce
9345,T43592D,10,"Poisoning by other antipsychotics and neuroleptics, intentional self-harm, subsequent encounter"
9346,T43012D,10,"Poisoning by tricyclic antidepressants, intentional self-harm, subsequent encounter"
9347,T43012A,10,"Poisoning by tricyclic antidepressants, intentional self-harm, initial encounter"
9348,M40202 ,10,"Unspecified kyphosis, cervical region"
9349,M50023 ,10,Cervical disc disorder at C6-C7 level with myelopathy
9350,G9741  ,10,Accidental puncture or laceration of dura during a procedure
9351,71537  ,9,"Osteoarthrosis, localized, not specified whether primary or secondary, ankle and foot"
9352,V1911  ,9,Family history of glaucoma
9353,I7090  ,10,Unspecified atherosclerosis
9354,M4302  ,10,"Spondylolysis, cervical region"
9355,9595   ,9,Finger injury
9356,N3001  ,10,Acute cystitis with hematuria
9357,I072   ,10,Rheumatic tricuspid stenosis and insufficiency
9358,R29722 ,10,NIHSS score 22
9359,R402332,10,"Coma scale, best motor response, abnormal flexion, at arrival to emergency department"
9360,R29725 ,10,NIHSS score 25
9361,M5441  ,10,"Lumbago with sciatica, right side"
9362,4784   ,9,Polyp of vocal cord or larynx
9363,79091  ,9,Abnormal arterial blood gases
9364,V8401  ,9,Genetic susceptibility to malignant neoplasm of breast
9365,S36261A,10,"Major laceration of body of pancreas, initial encounter"
9366,S36262A,10,"Major laceration of tail of pancreas, initial encounter"
9367,S37032A,10,"Laceration of left kidney, unspecified degree, initial encounter"
9368,V476XXA,10,"Car passenger injured in collision with fixed or stationary object in traffic accident, initial encounter"
9369,Z813   ,10,Family history of other psychoactive substance abuse and dependence
9370,T464X2A,10,"Poisoning by angiotensin-converting-enzyme inhibitors, intentional self-harm, initial encounter"
9371,T461X2A,10,"Poisoning by calcium-channel blockers, intentional self-harm, initial encounter"
9372,T39312A,10,"Poisoning by propionic acid derivatives, intentional self-harm, initial encounter"
9373,T471X2A,10,"Poisoning by other antacids and anti-gastric-secretion drugs, intentional self-harm, initial encounter"
9374,T39392A,10,"Poisoning by other nonsteroidal anti-inflammatory drugs [NSAID], intentional self-harm, initial encounter"
9375,Z814   ,10,Family history of other substance abuse and dependence
9376,Q749   ,10,Unspecified congenital malformation of limb(s)
9377,D487   ,10,Neoplasm of uncertain behavior of other specified sites
9378,A039   ,10,"Shigellosis, unspecified"
9379,M0230  ,10,"Reiter's disease, unspecified site"
9380,0993   ,9,Reiter's disease
9381,E1149  ,10,Type 2 diabetes mellitus with other diabetic neurological complication
9382,H0520  ,10,Unspecified exophthalmos
9383,M84474A,10,"Pathological fracture, right foot, initial encounter for fracture"
9384,M84474K,10,"Pathological fracture, right foot, subsequent encounter for fracture with nonunion"
9385,S92351D,10,"Displaced fracture of fifth metatarsal bone, right foot, subsequent encounter for fracture with routine healing"
9386,S92421A,10,"Displaced fracture of distal phalanx of right great toe, initial encounter for closed fracture"
9387,S92531A,10,"Displaced fracture of distal phalanx of right lesser toe(s), initial encounter for closed fracture"
9388,N760   ,10,Acute vaginitis
9389,T467X5A,10,"Adverse effect of peripheral vasodilators, initial encounter"
9390,A4901  ,10,"Methicillin susceptible Staphylococcus aureus infection, unspecified site"
9391,Q632   ,10,Ectopic kidney
9392,V177   ,9,Family history of arthritis
9393,D8989  ,10,"Other specified disorders involving the immune mechanism, not elsewhere classified"
9394,Z4651  ,10,Encounter for fitting and adjustment of gastric lap band
