NOTE: NEW CODES ARE INTRODUCED IN OCTOBER AND OLD CODES ARE PHASED OUT IN SEPTEMBER.
'ICD-9-CM CODE','CCS CATEGORY','CCS CATEGORY DESCRIPTION','ICD-9-CM CODE DESCRIPTION'
'6691 ','123','Ot prs fallo     ',"FALLOPIAN TUBE ASPIRAT"
'6692 ','123','Ot prs fallo     ',"UNILAT FALLOP TUBE DESTR"
'6693 ','123','Ot prs fallo     ',"IMPL FALLOP TUBE PROSTH"
'6694 ','123','Ot prs fallo     ',"REMOV FALLOP TUBE PROSTH"
'6695 ','123','Ot prs fallo     ',"BLOW THERAPEUT INTO TUBE"
'6696 ','123','Ot prs fallo     ',"FALLOPIAN TUBE DILATION"
'6697 ','123','Ot prs fallo     ',"BURY FIMBRIAE IN UTERUS"
'6699 ','123','Ot prs fallo     ',"FALLOPIAN TUBE OP NEC"
'683  ','124','Hysterectomy     ',"SUBTOT ABD HYSTERECTOMY (End 2003)"
'6831 ','124','Hysterectomy     ',"LAPAROSCOPIC SUPRACERVICAL HYSTERECTOMY (LSH) (Begin 2003)"
'6839 ','124','Hysterectomy     ',"OTHER SUBTOTAL ABDOMINAL HYSTERECTOMY; NOS (Begin 2003)"
'684  ','124','Hysterectomy     ',"TOTAL ABD HYSTERECTOMY"
'6841 ','124','Hysterectomy     ',"LAP TOTAL ABDOMINAL HYST (Begin 2006)"
'6849 ','124','Hysterectomy     ',"TOTAL ABD HYST NEC/NOS (Begin 2006)"
'685  ','124','Hysterectomy     ',"VAGINAL HYSTERECTOMY (End 1996)"
'6851 ','124','Hysterectomy     ',"LAPAR ASSIST VAG HYS (Begin 1996)"
'6859 ','124','Hysterectomy     ',"OTH VAG HYS (Begin 1996)"
'686  ','124','Hysterectomy     ',"RADICAL ABD HYSTERECTOMY"
'6861 ','124','Hysterectomy     ',"LAP RADICAL ABDOMNL HYST (Begin 2006)"
'6869 ','124','Hysterectomy     ',"RADICAL ABD HYST NEC/NOS (Begin 2006)"
'687  ','124','Hysterectomy     ',"RADICAL VAG HYSTERECTOMY"
'6871 ','124','Hysterectomy     ',"LAP RADICAL VAGINAL HYST (Begin 2006)"
'6879 ','124','Hysterectomy     ',"RADICAL VAG HYST NEC/NOS (Begin 2006)"
'689  ','124','Hysterectomy     ',"OTHER UNSPEC HYSTERECTOMY (Begin 1992)"
'672  ','125','Ot excis ut      ',"CONIZATION OF CERVIX"
'6731 ','125','Ot excis ut      ',"CERVICAL CYST MARSUPIAL"
'6732 ','125','Ot excis ut      ',"CERVICAL LES CAUTERIZAT"
'6733 ','125','Ot excis ut      ',"CERVICAL LES CRYOTHERAPY"
'6739 ','125','Ot excis ut      ',"CERVICAL LES DESTRUC NEC"
'674  ','125','Ot excis ut      ',"AMPUTATION OF CERVIX"
'6821 ','125','Ot excis ut      ',"ENDOMET SYNECHIAE DIVIS"
'6822 ','125','Ot excis ut      ',"INCISION UTERINE SEPTUM"
'6823 ','125','Ot excis ut      ',"ENDOMETRIAL ABLATION (Begin 1996)"
'6829 ','125','Ot excis ut      ',"UTERINE LES DESTRUCT NEC"
'6919 ','125','Ot excis ut      ',"DESTRUC UTER SUPPORT NEC"
'6901 ','126','Abortion         ',"D & C FOR PREG TERMINAT"
'6951 ','126','Abortion         ',"ASPIRAT CURET-PREG TERMI"
'7491 ','126','Abortion         ',"HYSTEROTOMY TO TERMIN PG"
'750  ','126','Abortion         ',"INTRA-AMNION INJ FOR AB"
'6902 ','127','Rx D&C           ',"D & C POST DELIVERY"
'6952 ','127','Rx D&C           ',"ASPIRAT CURET-POST DELIV"
'6909 ','128','Dx D&C           ',"D & C NEC"
'7050 ','129','Rep cystocel     ',"CYSTOCEL/RECTOCEL REPAIR"
'7051 ','129','Rep cystocel     ',"CYSTOCELE REPAIR"
'7052 ','129','Rep cystocel     ',"RECTOCELE REPAIR"
'7053 ','129','Rep cystocel     ',"CYSTO & RECTO W GRF/PROS (Begin 2007)"
'7054 ','129','Rep cystocel     ',"REP CYSTOCEL W GRFT/PROS (Begin 2007)"
'7055 ','129','Rep cystocel     ',"REP RECTOCELE W GRF/PROS (Begin 2007)"
'708  ','129','Rep cystocel     ',"VAGINAL VAULT OBLITERAT"
'6511 ','130','Ot Dx female     ',"OVARIAN ASPIRAT BIOPSY"
'6512 ','130','Ot Dx female     ',"OVARIAN BIOPSY NEC"
'6513 ','130','Ot Dx female     ',"LAPAR BX OVARY (Begin 1996)"
'6514 ','130','Ot Dx female     ',"OTH LAPAR DX PROCS (Begin 1996)"
'6519 ','130','Ot Dx female     ',"OVARIAN DX PROCEDURE NEC"
'6611 ','130','Ot Dx female     ',"FALLOPIAN TUBE BIOPSY"
'6619 ','130','Ot Dx female     ',"FALLOP TUBE DX PROC NEC"
'6711 ','130','Ot Dx female     ',"ENDOCERVICAL BIOPSY"
'6712 ','130','Ot Dx female     ',"CERVICAL BIOPSY NEC"
'6719 ','130','Ot Dx female     ',"CERVICAL DX PROCEDUR NEC"
'6811 ','130','Ot Dx female     ',"DIGITAL EXAM OF UTERUS"
'6812 ','130','Ot Dx female     ',"HYSTEROSCOPY"
'6813 ','130','Ot Dx female     ',"OPEN UTERINE BIOPSY"
'6814 ','130','Ot Dx female     ',"OPEN UTERINE LIGAMENT BX"
'6815 ','130','Ot Dx female     ',"CLOS UTERINE LIGAMENT BX (Begin 1987)"
'6816 ','130','Ot Dx female     ',"CLOSED UTERINE BIOPSY (Begin 1987)"
'6819 ','130','Ot Dx female     ',"UTERUS/ADNEX DX PROC NEC"
'7021 ','130','Ot Dx female     ',"VAGINOSCOPY"
'7022 ','130','Ot Dx female     ',"CULDOSCOPY"
'7023 ','130','Ot Dx female     ',"CUL-DE-SAC BIOPSY"
'7024 ','130','Ot Dx female     ',"VAGINAL BIOPSY"
'7029 ','130','Ot Dx female     ',"VAGIN/CUL-DE-SAC DX NEC"
'7111 ','130','Ot Dx female     ',"VULVAR BIOPSY"
'7119 ','130','Ot Dx female     ',"VULVAR DIAGNOS PROC NEC"
'670  ','131','nOR female       ',"CERVICAL CANAL DILATION"
'6959 ','131','nOR female       ',"ASPIR CURETT UTERUS NEC"
'696  ','131','nOR female       ',"MENSTRUAL EXTRACTION"
'697  ','131','nOR female       ',"INSERTION OF IUD"
'6991 ','131','nOR female       ',"INSERT UTERINE DEVICE"
'6992 ','131','nOR female       ',"ARTIFICIAL INSEMINATION"
'6993 ','131','nOR female       ',"INSERTION OF LAMINARIA"
'6994 ','131','nOR female       ',"MAN REPLACE INVERT UTER"
'6996 ','131','nOR female       ',"REMOVE CERVICAL CERCLAGE"
'700  ','131','nOR female       ',"CULDOCENTESIS"
'7011 ','131','nOR female       ',"HYMENOTOMY"
'7121 ','131','nOR female       ',"PERCUTAN BARTHOLIN ASPIR"
'9614 ','131','nOR female       ',"VAGINAL PACKING"
'9615 ','131','nOR female       ',"VAGINAL MOLD INSERTION"
'9616 ','131','nOR female       ',"OT VAGINAL DILATION"
'9617 ','131','nOR female       ',"VAG DIAPHRAGM INSERTION"
'9618 ','131','nOR female       ',"OTH VAGIN PESSARY INSERT"
'9644 ','131','nOR female       ',"VAGINAL DOUCHE"
'9724 ','131','nOR female       ',"REPLACE VAG DIAPHRAGM"
'9725 ','131','nOR female       ',"REPLACE VAGINAL PESSARY"
'9726 ','131','nOR female       ',"REPLACE VAG/VULV PACKING"
'9771 ','131','nOR female       ',"REMOVAL IUD"
'9772 ','131','nOR female       ',"REMOV INTRAUTERINE PACK"
'9773 ','131','nOR female       ',"REMOV VAGINAL DIAPHRAGM"
'9774 ','131','nOR female       ',"REMOVAL OTH VAG PESSARY"
'9775 ','131','nOR female       ',"REMOV VAG/VULV PACKING"
'660  ','132','OR female        ',"SALPINGOTOMY (Begin 1980 End 1992)"
'6601 ','132','OR female        ',"SALPINGOTOMY (Begin 1992)"
'6602 ','132','OR female        ',"SALPINGOSTOMY (Begin 1992)"
'675  ','132','OR female        ',"INT CERVICAL OS REPAIR (End 2001)"
'6761 ','132','OR female        ',"SUTURE CERVICAL LACERAT"
'6762 ','132','OR female        ',"CERVICAL FISTULA REPAIR"
'6769 ','132','OR female        ',"CERVICAL REPAIR NEC"
'680  ','132','OR female        ',"HYSTEROTOMY"
'688  ','132','OR female        ',"PELVIC EVISCERATION"
'6921 ','132','OR female        ',"INTERPOSIT OP UTERIN LIG"
'6922 ','132','OR female        ',"UTERINE SUSPENSION NEC"
'6923 ','132','OR female        ',"VAG REPAIR INVERS UTERUS"
'6929 ','132','OR female        ',"UTERUS/ADNEXA REPAIR NEC"
'693  ','132','OR female        ',"PARACERV UTERINE DENERV"
'6941 ','132','OR female        ',"SUTURE UTERINE LACERAT"
'6942 ','132','OR female        ',"CLOSURE UTERINE FISTULA"
'6949 ','132','OR female        ',"UTERINE REPAIR NEC"
'6995 ','132','OR female        ',"INCISION OF CERVIX"
'6997 ','132','OR female        ',"REMOVE PENETRAT CERV FB"
'6998 ','132','OR female        ',"UTERINE SUPPORT OP NEC"
'6999 ','132','OR female        ',"UTERINE OPERATION NEC"
'7012 ','132','OR female        ',"CULDOTOMY"
'7013 ','132','OR female        ',"INTRALUM VAG ADHESIOLYS"
'7014 ','132','OR female        ',"VAGINOTOMY NEC"
'7031 ','132','OR female        ',"HYMENECTOMY"
'7032 ','132','OR female        ',"EXCIS CUL-DE-SAC LESION"
'7033 ','132','OR female        ',"EXCISION VAGINAL LESION"
'704  ','132','OR female        ',"VAGINAL OBLITERATION"
'7061 ','132','OR female        ',"VAGINAL CONSTRUCTION"
'7062 ','132','OR female        ',"VAGINAL RECONSTRUCTION"
'7063 ','132','OR female        ',"VAGINAL CONST W GRF/PROS (Begin 2007)"
'7064 ','132','OR female        ',"VAG RECONST W GRFT/PROS (Begin 2007)"
'7071 ','132','OR female        ',"SUTURE VAGINA LACERATION"
'7072 ','132','OR female        ',"REPAIR COLOVAGIN FISTULA"
'7073 ','132','OR female        ',"REPAIR RECTOVAG FISTULA"
'7074 ','132','OR female        ',"REP VAGINOENT FISTUL NEC"
'7075 ','132','OR female        ',"REPAIR VAG FISTULA NEC"
'7076 ','132','OR female        ',"HYMENORRHAPHY"
'7077 ','132','OR female        ',"VAGINAL SUSPENS & FIXAT"
'7078 ','132','OR female        ',"VAG SUSP/FIX W GRFT/PROS (Begin 2007)"
'7079 ','132','OR female        ',"VAGINAL REPAIR NEC"
'7091 ','132','OR female        ',"VAGINAL OPERATION NEC"
'7092 ','132','OR female        ',"CUL-DE-SAC OPERATION NEC"
'7093 ','132','OR female        ',"CUL-DE-SAC GRF/PROS NEC (Begin 2007)"
'7094 ','132','OR female        ',"INSERT BIOLOGICAL GRAFT (Begin 2007)"
'7095 ','132','OR female        ',"INSERT SYNTH GRAFT/PROST (Begin 2007)"
'7101 ','132','OR female        ',"VULVAR ADHESIOLYSIS"
'7109 ','132','OR female        ',"INCIS VULVA/PERINEUM NEC"
'7122 ','132','OR female        ',"INCISE BARTHOLINS GLAND"
'7123 ','132','OR female        ',"BARTHOLIN GLAND MARSUP"
'7124 ','132','OR female        ',"DESTRUC BARTHOLIN GLAND"
'7129 ','132','OR female        ',"BARTHOLINS GLAND OP NEC"
'713  ','132','OR female        ',"LOCAL VULVAR EXCIS NEC"
'714  ','132','OR female        ',"OPERATIONS ON CLITORIS"
'715  ','132','OR female        ',"RADICAL VULVECTOMY"
'7161 ','132','OR female        ',"UNILATERAL VULVECTOMY"
'7162 ','132','OR female        ',"BILATERAL VULVECTOMY"
'7171 ','132','OR female        ',"SUTURE VULVAR LACERATION"
'7172 ','132','OR female        ',"REPAIR VULVAR FISTULA"
'7179 ','132','OR female        ',"VULVAR/PERIN REPAIR NEC"
'718  ','132','OR female        ',"OT VULVAR OPERATIONS"
'719  ','132','OR female        ',"OT FEMALE GENITAL OPS"
'736  ','133','Episiotomy       ',"EPISIOTOMY"
'740  ','134','C-section        ',"CLASSICAL C-SECTION"
'741  ','134','C-section        ',"LOW CERVICAL C-SECTION"
'742  ','134','C-section        ',"EXTRAPERITONEAL C-SECT"
'744  ','134','C-section        ',"CESAREAN SECTION NEC"
'7499 ','134','C-section        ',"CESAREAN SECTION NOS"
'720  ','135','Forceps brch     ',"LOW FORCEPS OPERATION"
'721  ','135','Forceps brch     ',"LOW FORCEPS W EPISIOTOMY"
'7221 ','135','Forceps brch     ',"MID FORCEPS W EPISIOTOMY"
'7229 ','135','Forceps brch     ',"MID FORCEPS OP NEC"
'7231 ','135','Forceps brch     ',"HIGH FORCEPS W EPISIOT"
'7239 ','135','Forceps brch     ',"HIGH FORCEPS OP NEC"
'724  ','135','Forceps brch     ',"FORCEPS ROTAT FETAL HEAD"
'7251 ','135','Forceps brch     ',"PART BRCH EXTRAC W FORCP"
'7252 ','135','Forceps brch     ',"PART BREECH EXTRACT NEC"
'7253 ','135','Forceps brch     ',"TOT BRCH EXTRAC W FORCEP"
'7254 ','135','Forceps brch     ',"TOT BREECH EXTRAC NEC"
'726  ','135','Forceps brch     ',"FORCEPS-AFTERCOMING HEAD"
'7271 ','135','Forceps brch     ',"VACUUM EXT DEL W EPISIOT"
'7279 ','135','Forceps brch     ',"VACUUM EXTRACT DEL NEC"
'728  ','135','Forceps brch     ',"INSTRUMENT DELIVERY NEC"
'729  ','135','Forceps brch     ',"INSTRUMENT DELIVERY NOS"
'733  ','135','Forceps brch     ',"FAILED FORCEPS"
'7301 ','136','Art rup mem      ',"INDUCT LABOR-RUPT MEMB"
'7309 ','136','Art rup mem      ',"ARTIF RUPT MEMBRANES NEC"
'731  ','137','Ot asst del      ',"SURG INDUCT LABOR NEC"
'7321 ','137','Ot asst del      ',"INT/COMB VERSION NO EXTR"
'7322 ','137','Ot asst del      ',"INT/COMB VERSION W EXTR"
'734  ','137','Ot asst del      ',"MEDICAL INDUCTION LABOR"
'7351 ','137','Ot asst del      ',"MANUAL ROTAT FETAL HEAD"
'7359 ','137','Ot asst del      ',"MANUAL ASSIST DELIV NEC"
'738  ','137','Ot asst del      ',"FETAL OPS-FACILITATE DEL"
'7391 ','137','Ot asst del      ',"EXT VERSION-ASSIST DELIV"
'7392 ','137','Ot asst del      ',"REPLACE PROLAPSED CORD"
'7393 ','137','Ot asst del      ',"INCIS CX TO ASSIST DELIV"
'7394 ','137','Ot asst del      ',"PUBIOTOMY TO ASSIST DEL"
'7399 ','137','Ot asst del      ',"OPS ASSISTING DELIV NEC"
'751  ','138','Dx amnio         ',"DIAGNOSTIC AMNIOCENTESIS"
'7531 ','139','Fetal monit      ',"AMNIOSCOPY"
'7532 ','139','Fetal monit      ',"FETAL EKG"
'7533 ','139','Fetal monit      ',"FETAL BLOOD SAMPLE/BX"
'7534 ','139','Fetal monit      ',"FETAL MONITORING NOS"
'7535 ','139','Fetal monit      ',"DX PROC FETUS/AMNION NEC"
'7538 ','139','Fetal monit      ',"FETAL PULSE OXIMETRY (Begin 2001)"
'7550 ','140','OB lacerat       ',"REPAIR OB LAC UTERUS NOS"
'7551 ','140','OB lacerat       ',"REPAIR OB LACERAT CERVIX"
'7552 ','140','OB lacerat       ',"REPAIR OB LAC CORP UTERI"
'7561 ','140','OB lacerat       ',"REPAIR OB LAC BLAD/URETH"
'7562 ','140','OB lacerat       ',"REPAIR OB LAC RECT/ANUS"
'7569 ','140','OB lacerat       ',"REPAIR OB LACERATION NEC"
'6751 ','141','Rx OB procs      ',"TRANSABDOMINAL CERCLAGE OF CERVIX (Begin 2001)"
'6759 ','141','Rx OB procs      ',"OTHER REPAIR OF INT CERVICAL OS (Begin 2001)"
'752  ','141','Rx OB procs      ',"INTRAUTERINE TRANSFUSION"
'7536 ','141','Rx OB procs      ',"CORRECTION FETAL DEFECT"
'7537 ','141','Rx OB procs      ',"AMNIOINFUSION (Begin 1998)"
'754  ','141','Rx OB procs      ',"MANUAL REMOVAL-PLACENTA"
'757  ','141','Rx OB procs      ',"MANUAL EXPLOR UTERUS P/P"
'758  ','141','Rx OB procs      ',"OB TAMPONADE UTERUS/VAG"
'7591 ','141','Rx OB procs      ',"EVAC OB INC HEMAT PERIN"
'7592 ','141','Rx OB procs      ',"EVAC OB HEMAT VULVA/VAG"
'7593 ','141','Rx OB procs      ',"SURG CORR INVERT UTERUS"
'7594 ','141','Rx OB procs      ',"MAN REPLAC INVERT UTERUS"
'7599 ','141','Rx OB procs      ',"OBSTETRIC OPERATION NEC"
'7601 ','142','Excis bone       ',"FACIAL BONE SEQUESTRECT"
'762  ','142','Excis bone       ',"DESTRUCT FACIAL BONE LES"
'7631 ','142','Excis bone       ',"PARTIAL MANDIBULECTOMY"
'7639 ','142','Excis bone       ',"PART FACIAL OSTECTOM NEC"
'7760 ','142','Excis bone       ',"LOC EXC BONE LESION NOS"
'7761 ','142','Excis bone       ',"EXC CHEST CAGE BONE LES"
'7762 ','142','Excis bone       ',"LOC EXC BONE LES HUMERUS"
'7763 ','142','Excis bone       ',"LOC EXC LES RADIUS/ULNA"
'7764 ','142','Excis bone       ',"LOC EXC LES METACAR/CAR"
'7765 ','142','Excis bone       ',"LOC EXC BONE LES FEMUR"
'7766 ','142','Excis bone       ',"LOC EXC BONE LES PATELLA"
'7767 ','142','Excis bone       ',"LOC EXC LES TIBIA/FIBULA"
'7768 ','142','Excis bone       ',"LOC EXC LES METATAR/TAR"
'7769 ','142','Excis bone       ',"LOC EXC BONE LESION NEC"
'7770 ','142','Excis bone       ',"EXCISE BONE FOR GRFT NOS"
'7771 ','142','Excis bone       ',"EX CHEST CAGE BONE-GFT"
'7772 ','142','Excis bone       ',"EXCISE HUMERUS FOR GRAFT"
'7773 ','142','Excis bone       ',"EXCIS RADIUS/ULNA-GRAFT"
'7774 ','142','Excis bone       ',"EXCIS METACAR/CAR-GRAFT"
'7775 ','142','Excis bone       ',"EXCISE FEMUR FOR GRAFT"
'7776 ','142','Excis bone       ',"EXCISE PATELLA FOR GRAFT"
'7777 ','142','Excis bone       ',"EXCISE TIB/FIB FOR GRAFT"
'7778 ','142','Excis bone       ',"EXCIS METATAR/TAR-GRAFT"
'7779 ','142','Excis bone       ',"EXCISE BONE FOR GFT NEC"
'7780 ','142','Excis bone       ',"OTH PART OSTECTOMY NOS"
'7781 ','142','Excis bone       ',"OTH CHEST CAGE OSTECTOMY"
'7782 ','142','Excis bone       ',"PARTIAL HUMERECTOMY NEC"
'7783 ','142','Excis bone       ',"PART OSTECT-RADIUS/ULNA"
'7784 ','142','Excis bone       ',"PART OSTECT-METACAR/CAR"
'7785 ','142','Excis bone       ',"PART OSTECTOMY-FEMUR"
'7786 ','142','Excis bone       ',"PARTIAL PATELLECTOMY"
'7787 ','142','Excis bone       ',"PART OSTECT-TIBIA/FIBULA"
'7788 ','142','Excis bone       ',"PART OSTECT-METATAR/TAR"
'7789 ','142','Excis bone       ',"PARTIAL OSTECTOMY NEC"
'7751 ','143','Bunionectomy     ',"BUNIONECT/SFT/OSTEOTOMY"
'7752 ','143','Bunionectomy     ',"BUNIONECT/SFT/ARTHRODES"
'7753 ','143','Bunionectomy     ',"OTH BUNIONECT"
'7754 ','143','Bunionectomy     ',"EXC (CORRECT) BUNIONETTE(Begin 1989)"
'7756 ','143','Bunionectomy     ',"REPAIR OF HAMMER TOE (Begin 1989)"
'7757 ','143','Bunionectomy     ',"REPAIR OF CLAW TOE (Begin 1989)"
'7758 ','143','Bunionectomy     ',"OTH EXC; FUS; REPAIR TOE (Begin 1989)"
'7759 ','143','Bunionectomy     ',"BUNIONECTOMY NEC"
'7670 ','144','Rx               ',"FACE FX"
'7671 ','144','Rx               ',"FACE FX"
'7672 ','144','Rx               ',"FACE FX"
'7673 ','144','Rx               ',"FACE FX"
'7674 ','144','Rx               ',"FACE FX"
'7675 ','144','Rx               ',"FACE FX"
'7676 ','144','Rx               ',"FACE FX"
'7677 ','144','Rx               ',"FACE FX"
'7678 ','144','Rx               ',"FACE FX"
'7679 ','144','Rx               ',"FACE FX"
'7693 ','144','Rx               ',"FACE FX"
'7694 ','144','Rx               ',"FACE FX"
'7697 ','144','Rx               ',"FACE FX"
'7699 ','144','Rx               ',"FACE FX"
'7853 ','145','Rx fx radius     ',"INT FIXATION-RADIUS/ULNA"
'7863 ','145','Rx fx radius     ',"REMOV IMP DEV-RADIUS/ULN"
'7902 ','145','Rx fx radius     ',"CL FX REDUC-RADIUS/ULNA"
'7912 ','145','Rx fx radius     ',"CL RED-INT FIX RAD/ULNA"
'7922 ','145','Rx fx radius     ',"OPEN REDUC-RADIUS/ULN FX"
'7932 ','145','Rx fx radius     ',"OP RED-INT FIX RAD/ULNA"
'7942 ','145','Rx fx radius     ',"CLS RED-RADIUS/UL EPIPHY"
'7952 ','145','Rx fx radius     ',"OP RED-RADIUS/ULN EPIPHY"
'7962 ','145','Rx fx radius     ',"DEBRID OPN FX-RADIUS/ULN"
'7972 ','145','Rx fx radius     ',"CL REDUC DISLOC-ELBOW"
'7973 ','145','Rx fx radius     ',"CL REDUC DISLOC-WRIST"
'7982 ','145','Rx fx radius     ',"OPEN REDUC-ELBOW DISLOC"
'7983 ','145','Rx fx radius     ',"OPEN REDUC-WRIST DISLOC"
'7992 ','145','Rx fx radius     ',"RADIUS/ULNA INJ OP NOS"
'7855 ','146','Rx fx hip        ',"INTERNAL FIXATION-FEMUR"
'7865 ','146','Rx fx hip        ',"REMOVE IMP DEVICE-FEMUR"
'7905 ','146','Rx fx hip        ',"CL FX REDUC-FEMUR"
'7915 ','146','Rx fx hip        ',"CLOSED RED-INT FIX FEMUR"
'7925 ','146','Rx fx hip        ',"OPEN REDUCTION-FEMUR FX"
'7935 ','146','Rx fx hip        ',"OPEN REDUC-INT FIX FEMUR"
'7945 ','146','Rx fx hip        ',"CLOSE REDUC-FEMUR EPIPHY"
'7955 ','146','Rx fx hip        ',"OPN RED-SEP EPIPHY-FEMUR"
'7965 ','146','Rx fx hip        ',"DEBRID OPN FX-FEMUR"
'7975 ','146','Rx fx hip        ',"CL REDUC DISLOC-HIP"
'7985 ','146','Rx fx hip        ',"OPEN REDUC-HIP DISLOCAT"
'7995 ','146','Rx fx hip        ',"FEMUR INJURY OP NOS"
'7856 ','147','Rx fx leg        ',"INTERNAL FIX-PATELLA"
'7857 ','147','Rx fx leg        ',"INT FIXATION-TIBIA/FIBUL"
'7858 ','147','Rx fx leg        ',"INT FIXATION-METATAR/TAR"
'7866 ','147','Rx fx leg        ',"REMOV IMP DEVICE-PATELLA"
'7867 ','147','Rx fx leg        ',"REMOV IMP DEV-TIB/FIBULA"
'7868 ','147','Rx fx leg        ',"REMOVE IMP DEV-METAT/TAR"
'7906 ','147','Rx fx leg        ',"CL FX REDUC-TIBIA/FIBULA"
'7907 ','147','Rx fx leg        ',"CL FX REDUC-METATAR/TAR"
'7908 ','147','Rx fx leg        ',"CL FX REDUC-TOE"
'7916 ','147','Rx fx leg        ',"CL RED-INT FIX TIB/FIBU"
'7917 ','147','Rx fx leg        ',"CL RED-INT FIX METAT/TAR"
'7918 ','147','Rx fx leg        ',"CLOSE RED-INT FIX TOE FX"
'7926 ','147','Rx fx leg        ',"OPEN REDUC-TIBIA/FIB FX"
'7927 ','147','Rx fx leg        ',"OPEN REDUC-METAT/TARS FX"
'7928 ','147','Rx fx leg        ',"OPEN REDUCTION-TOE FX"
'7936 ','147','Rx fx leg        ',"OP RED-INT FIX TIB/FIBUL"
'7937 ','147','Rx fx leg        ',"OP RED-INT FIX METAT/TAR"
'7938 ','147','Rx fx leg        ',"OPEN REDUCT-INT FIX TOE"
'7946 ','147','Rx fx leg        ',"CLS RED-TIBIA/FIB EPIPHY"
'7956 ','147','Rx fx leg        ',"OP RED-TIBIA/FIB EPIPHYS"
'7966 ','147','Rx fx leg        ',"DEBRID OPN FX-TIBIA/FIB"
'7967 ','147','Rx fx leg        ',"DEBRID OPN FX-METAT/TAR"
'7968 ','147','Rx fx leg        ',"DEBRID OPN FX-TOE"
'7976 ','147','Rx fx leg        ',"CL REDUC DISLOC-KNEE"
'7977 ','147','Rx fx leg        ',"CL REDUC DISLOC-ANKLE"
'7978 ','147','Rx fx leg        ',"CL REDUC DISLOC-FOOT/TOE"
'7986 ','147','Rx fx leg        ',"OPEN REDUC-KNEE DISLOCAT"
'7987 ','147','Rx fx leg        ',"OPEN REDUC-ANKLE DISLOC"
'7988 ','147','Rx fx leg        ',"OPN REDUC DISLOC-FT/TOE"
'7996 ','147','Rx fx leg        ',"TIBIA/FIBULA INJ OP NOS"
'7997 ','147','Rx fx leg        ',"METATARS/TARS INJ OP NOS"
'7998 ','147','Rx fx leg        ',"TOE INJURY OPERATION NOS"
'7850 ','148','Ot fx procs      ',"INT FIX W/O FX REDUC NOS"
'7851 ','148','Ot fx procs      ',"INT FIXATION-CHEST CAGE"
'7852 ','148','Ot fx procs      ',"INT FIXATION-HUMERUS"
'7854 ','148','Ot fx procs      ',"INT FIXATION-METACAR/CAR"
'7859 ','148','Ot fx procs      ',"INT FIX-NO FX REDUCT NEC"
'7860 ','148','Ot fx procs      ',"REMOVE IMP DEVICE NOS"
'7861 ','148','Ot fx procs      ',"REMOV IMP DEV-CHEST CAGE"
'7862 ','148','Ot fx procs      ',"REMOVE IMPL DEV-HUMERUS"
'7864 ','148','Ot fx procs      ',"REMOV IMP DEV-METAC/CARP"
'7869 ','148','Ot fx procs      ',"REMOVE IMPL DEVICE NEC"
'7900 ','148','Ot fx procs      ',"CLOSED FX REDUCTION NOS"
'7901 ','148','Ot fx procs      ',"CLOSED FX REDUCT HUMERUS"
'7903 ','148','Ot fx procs      ',"CL FX REDUC-METACAR/CAR"
'7904 ','148','Ot fx procs      ',"CL FX REDUC-FINGER"
'7909 ','148','Ot fx procs      ',"CLOSED FX REDUCTION NEC"
'7910 ','148','Ot fx procs      ',"CL FX REDUC-INT FIX NOS"
'7911 ','148','Ot fx procs      ',"CLOS RED-INT FIX HUMERUS"
'7913 ','148','Ot fx procs      ',"CL RED-INT FIX METAC/CAR"
'7914 ','148','Ot fx procs      ',"CLOSE RED-INT FIX FINGER"
'7919 ','148','Ot fx procs      ',"CL FX REDUC-INT FIX NEC"
'7920 ','148','Ot fx procs      ',"OPEN FX REDUCTION NOS"
'7921 ','148','Ot fx procs      ',"OPEN REDUC-HUMERUS FX"
'7923 ','148','Ot fx procs      ',"OPEN REDUC-METAC/CAR FX"
'7924 ','148','Ot fx procs      ',"OPEN REDUCTION-FINGER FX"
'7929 ','148','Ot fx procs      ',"OPEN FX REDUCTION NEC"
'7930 ','148','Ot fx procs      ',"OPN FX RED W INT FIX NOS"
'7931 ','148','Ot fx procs      ',"OPEN RED-INT FIX HUMERUS"
'7933 ','148','Ot fx procs      ',"OP RED-INT FIX METAC/CAR"
'7934 ','148','Ot fx procs      ',"OPEN RED-INT FIX FINGER"
'7939 ','148','Ot fx procs      ',"OPN FX RED W INT FIX NEC"
'7940 ','148','Ot fx procs      ',"CLS REDUC-SEP EPIPHY NOS"
